rank,freq,zipf
1496,7,1.00201
1497,7,1.00134
1498,7,1.00067
1499,7,1
1500,7,0.999333
1501,7,0.998668
1502,7,0.998003
1503,7,0.997339
1504,7,0.996676
1505,7,0.996013
1506,7,0.995352
1507,7,0.994691
1508,7,0.994032
1509,7,0.993373
1510,7,0.992715
1511,7,0.992058
1512,7,0.991402
1513,7,0.990747
1514,7,0.990092
1515,7,0.989439
1516,7,0.988786
1517,7,0.988134
1518,7,0.987484
1519,7,0.986833
1520,7,0.986184
1521,7,0.985536
1522,7,0.984888
1523,7,0.984242
1524,7,0.983596
1525,7,0.982951
1526,7,0.982307
1527,7,0.981663
1528,7,0.981021
1529,7,0.980379
1530,7,0.979739
1531,7,0.979099
1532,7,0.97846
1533,7,0.977821
1534,7,0.977184
1535,7,0.976547
1536,7,0.975911
1537,7,0.975277
1538,7,0.974642
1539,7,0.974009
1540,7,0.973377
1541,7,0.972745
1542,7,0.972114
1543,7,0.971484
1544,7,0.970855
1545,7,0.970227
1546,7,0.969599
1547,7,0.968972
1548,7,0.968346
1549,7,0.967721
1550,7,0.967097
1551,7,0.966473
1552,7,0.965851
1553,7,0.965229
1554,7,0.964607
1555,7,0.963987
1556,7,0.963368
1557,7,0.962749
1558,7,0.962131
1559,7,0.961514
1560,7,0.960897
1561,7,0.960282
1562,7,0.959667
1563,7,0.959053
1564,7,0.95844
1565,7,0.957827
1566,7,0.957216
1567,7,0.956605
1568,7,0.955995
1569,7,0.955386
1570,7,0.954777
1571,7,0.954169
1572,7,0.953562
1573,7,0.952956
1574,7,0.952351
1575,7,0.951746
1576,7,0.951142
1577,7,0.950539
1578,7,0.949937
1579,7,0.949335
1580,7,0.948734
1581,7,0.948134
1582,7,0.947535
1583,7,0.946936
1584,7,0.946338
1585,7,0.945741
1586,7,0.945145
1587,7,0.944549
1588,7,0.943955
1589,7,0.943361
1590,7,0.942767
1591,7,0.942175
1592,7,0.941583
1593,7,0.940992
1594,7,0.940402
1595,7,0.939812
1596,7,0.939223
1597,7,0.938635
1598,7,0.938048
1599,7,0.937461
1600,7,0.936875
1601,7,0.93629
1602,7,0.935705
1603,7,0.935122
1604,7,0.934539
1605,7,0.933956
1606,7,0.933375
1607,7,0.932794
1608,7,0.932214
1609,7,0.931635
1610,7,0.931056
1611,7,0.930478
1612,7,0.929901
1613,7,0.929324
1614,7,0.928748
1615,7,0.928173
1616,7,0.927599
1617,7,0.927025
1618,7,0.926452
1619,7,0.92588
1620,7,0.925309
1621,7,0.924738
1622,7,0.924168
1623,7,0.923598
1624,7,0.92303
1625,7,0.922462
1626,7,0.921894
1627,7,0.921328
1628,7,0.920762
1629,7,0.920196
1630,7,0.919632
1631,7,0.919068
1632,7,0.918505
1633,7,0.917942
1634,7,0.917381
1635,7,0.91682
1636,7,0.916259
1637,7,0.915699
1638,7,0.91514
1639,7,0.914582
1640,7,0.914024
1641,7,0.913467
1642,7,0.912911
1643,7,0.912355
1644,7,0.9118
1645,7,0.911246
1646,7,0.910693
1647,7,0.91014
1648,7,0.909587
1649,7,0.909036
1650,7,0.908485
1651,7,0.907935
1652,7,0.907385
1653,7,0.906836
1654,7,0.906288
1655,7,0.90574
1656,7,0.905193
1657,7,0.904647
1658,7,0.904101
1659,7,0.903556
1660,7,0.903012
1661,7,0.902468
1662,7,0.901925
1663,7,0.901383
1664,7,0.900841
1665,7,0.9003
1666,7,0.89976
1667,7,0.89922
1668,7,0.898681
1669,7,0.898143
1670,7,0.897605
1671,7,0.897068
1672,7,0.896531
1673,7,0.895995
1674,7,0.89546
1675,7,0.894925
1676,7,0.894391
1677,7,0.893858
1678,7,0.893325
1679,7,0.892793
1680,7,0.892262
1681,7,0.891731
1682,7,0.891201
1683,7,0.890671
1684,7,0.890143
1685,7,0.889614
1686,7,0.889087
1687,7,0.88856
1688,7,0.888033
1689,7,0.887507
1690,7,0.886982
1691,7,0.886458
1692,7,0.885934
1693,7,0.885411
1694,6,0.884888
1695,6,0.884366
1696,6,0.883844
1697,6,0.883324
1698,6,0.882803
1699,6,0.882284
1700,6,0.881765
1701,6,0.881246
1702,6,0.880729
1703,6,0.880211
1704,6,0.879695
1705,6,0.879179
1706,6,0.878664
1707,6,0.878149
1708,6,0.877635
1709,6,0.877121
1710,6,0.876608
1711,6,0.876096
1712,6,0.875584
1713,6,0.875073
1714,6,0.874562
1715,6,0.874052
1716,6,0.873543
1717,6,0.873034
1718,6,0.872526
1719,6,0.872019
1720,6,0.871512
1721,6,0.871005
1722,6,0.870499
1723,6,0.869994
1724,6,0.86949
1725,6,0.868986
1726,6,0.868482
1727,6,0.867979
1728,6,0.867477
1729,5,0.866975
1730,5,0.866474
1731,5,0.865973
1732,5,0.865473
1733,5,0.864974
1734,5,0.864475
1735,5,0.863977
1736,5,0.863479
1737,5,0.862982
1738,5,0.862486
1739,5,0.86199
1740,5,0.861494
1741,5,0.860999
1742,5,0.860505
1743,5,0.860011
1744,5,0.859518
1745,5,0.859026
1746,5,0.858534
1747,5,0.858042
1748,5,0.857551
1749,5,0.857061
1750,5,0.856571
1751,5,0.856082
1752,5,0.855594
1753,5,0.855106
1754,5,0.854618
1755,5,0.854131
1756,5,0.853645
1757,5,0.853159
1758,5,0.852673
1759,5,0.852189
1760,5,0.851705
1761,5,0.851221
1762,5,0.850738
1763,5,0.850255
1764,5,0.849773
1765,5,0.849292
1766,5,0.848811
1767,5,0.848331
1768,5,0.847851
1769,5,0.847371
1770,5,0.846893
1771,5,0.846414
1772,5,0.845937
1773,5,0.84546
1774,5,0.844983
1775,5,0.844507
1776,5,0.844032
1777,5,0.843557
1778,5,0.843082
1779,5,0.842608
1780,5,0.842135
1781,5,0.841662
1782,5,0.84119
1783,4,0.840718
1784,4,0.840247
1785,4,0.839776
1786,4,0.839306
1787,4,0.838836
1788,4,0.838367
1789,4,0.837898
1790,4,0.83743
1791,4,0.836963
1792,4,0.836496
1793,4,0.836029
1794,4,0.835563
1795,4,0.835097
1796,4,0.834633
1797,4,0.834168
1798,4,0.833704
1799,4,0.833241
1800,4,0.832778
1801,4,0.832315
1802,4,0.831853
1803,4,0.831392
1804,4,0.830931
1805,4,0.830471
1806,4,0.830011
1807,4,0.829552
1808,4,0.829093
1809,4,0.828635
1810,4,0.828177
1811,4,0.827719
1812,4,0.827263
1813,4,0.826806
1814,4,0.826351
1815,4,0.825895
1816,4,0.825441
1817,4,0.824986
1818,4,0.824532
1819,4,0.824079
1820,4,0.823626
1821,4,0.823174
1822,4,0.822722
1823,4,0.822271
1824,4,0.82182
1825,4,0.82137
1826,4,0.82092
1827,4,0.820471
1828,4,0.820022
1829,4,0.819574
1830,4,0.819126
1831,4,0.818678
1832,4,0.818231
1833,4,0.817785
1834,4,0.817339
1835,4,0.816894
1836,4,0.816449
1837,4,0.816004
1838,4,0.81556
1839,4,0.815117
1840,4,0.814674
1841,4,0.814231
1842,4,0.813789
1843,4,0.813348
1844,4,0.812907
1845,4,0.812466
1846,4,0.812026
1847,4,0.811586
1848,4,0.811147
1849,4,0.810708
1850,4,0.81027
1851,4,0.809833
1852,4,0.809395
1853,4,0.808958
1854,4,0.808522
1855,4,0.808086
1856,4,0.807651
1857,4,0.807216
1858,4,0.806781
1859,4,0.806347
1860,4,0.805914
1861,4,0.805481
1862,4,0.805048
1863,4,0.804616
1864,4,0.804185
1865,4,0.803753
1866,4,0.803323
1867,4,0.802892
1868,4,0.802463
1869,4,0.802033
1870,4,0.801604
1871,4,0.801176
1872,4,0.800748
1873,4,0.80032
1874,4,0.799893
1875,4,0.799467
1876,4,0.799041
1877,4,0.798615
1878,4,0.79819
1879,4,0.797765
1880,4,0.79734
1881,4,0.796917
1882,4,0.796493
1883,4,0.79607
1884,4,0.795648
1885,4,0.795225
1886,4,0.794804
1887,4,0.794383
1888,4,0.793962
1889,4,0.793542
1890,4,0.793122
1891,4,0.792702
1892,4,0.792283
1893,4,0.791865
1894,4,0.791447
1895,4,0.791029
1896,4,0.790612
1897,4,0.790195
1898,4,0.789779
1899,4,0.789363
1900,4,0.788947
1901,4,0.788532
1902,4,0.788118
1903,4,0.787704
1904,4,0.78729
1905,4,0.786877
1906,4,0.786464
1907,4,0.786051
1908,4,0.785639
1909,4,0.785228
1910,3,0.784817
1911,3,0.784406
1912,3,0.783996
1913,3,0.783586
1914,3,0.783177
1915,3,0.782768
1916,3,0.782359
1917,3,0.781951
1918,3,0.781543
1919,3,0.781136
1920,3,0.780729
1921,3,0.780323
1922,3,0.779917
1923,3,0.779511
1924,3,0.779106
1925,3,0.778701
1926,3,0.778297
1927,3,0.777893
1928,3,0.77749
1929,3,0.777087
1930,3,0.776684
1931,3,0.776282
1932,3,0.77588
1933,3,0.775479
1934,3,0.775078
1935,3,0.774677
1936,3,0.774277
1937,3,0.773877
1938,3,0.773478
1939,3,0.773079
1940,3,0.77268
1941,3,0.772282
1942,3,0.771885
1943,3,0.771487
1944,3,0.771091
1945,3,0.770694
1946,3,0.770298
1947,3,0.769902
1948,3,0.769507
1949,3,0.769112
1950,3,0.768718
1951,3,0.768324
1952,3,0.76793
1953,3,0.767537
1954,3,0.767144
1955,3,0.766752
1956,3,0.76636
1957,3,0.765968
1958,3,0.765577
1959,3,0.765186
1960,3,0.764796
1961,3,0.764406
1962,3,0.764016
1963,3,0.763627
1964,3,0.763238
1965,3,0.76285
1966,3,0.762462
1967,3,0.762074
1968,3,0.761687
1969,3,0.7613
1970,3,0.760914
1971,3,0.760528
1972,3,0.760142
1973,3,0.759757
1974,3,0.759372
1975,3,0.758987
1976,3,0.758603
1977,3,0.75822
1978,3,0.757836
1979,3,0.757453
1980,3,0.757071
1981,3,0.756689
1982,3,0.756307
1983,3,0.755925
1984,3,0.755544
1985,3,0.755164
1986,3,0.754783
1987,3,0.754404
1988,3,0.754024
1989,2,0.753645
1990,2,0.753266
1991,2,0.752888
1992,2,0.75251
1993,2,0.752132
1994,2,0.751755
1995,2,0.751378
1996,2,0.751002
1997,2,0.750626
1998,2,0.75025
1999,2,0.749875
2000,2,0.7495
2001,2,0.749125
2002,2,0.748751
2003,2,0.748377
2004,2,0.748004
2005,2,0.747631
2006,2,0.747258
2007,2,0.746886
2008,2,0.746514
2009,2,0.746142
2010,2,0.745771
2011,2,0.7454
2012,2,0.74503
2013,2,0.74466
2014,2,0.74429
2015,2,0.743921
2016,2,0.743552
2017,2,0.743183
2018,2,0.742815
2019,2,0.742447
2020,2,0.742079
2021,2,0.741712
2022,2,0.741345
2023,2,0.740979
2024,2,0.740613
2025,2,0.740247
2026,2,0.739882
2027,2,0.739517
2028,2,0.739152
2029,2,0.738788
2030,2,0.738424
2031,2,0.73806
2032,2,0.737697
2033,2,0.737334
2034,2,0.736971
2035,2,0.736609
2036,2,0.736248
2037,2,0.735886
2038,2,0.735525
2039,2,0.735164
2040,2,0.734804
2041,2,0.734444
2042,2,0.734084
2043,2,0.733725
2044,2,0.733366
2045,2,0.733007
2046,2,0.732649
2047,2,0.732291
2048,2,0.731934
2049,2,0.731576
2050,2,0.73122
2051,2,0.730863
2052,2,0.730507
2053,2,0.730151
2054,2,0.729796
2055,2,0.72944
2056,2,0.729086
2057,2,0.728731
2058,2,0.728377
2059,2,0.728023
2060,2,0.72767
2061,2,0.727317
2062,2,0.726964
2063,2,0.726612
2064,2,0.72626
2065,2,0.725908
2066,2,0.725557
2067,2,0.725206
2068,2,0.724855
2069,2,0.724505
2070,2,0.724155
2071,2,0.723805
2072,2,0.723456
2073,2,0.723107
2074,2,0.722758
2075,2,0.72241
2076,2,0.722062
2077,2,0.721714
2078,2,0.721367
2079,2,0.72102
2080,2,0.720673
2081,2,0.720327
2082,2,0.719981
2083,2,0.719635
2084,2,0.71929
2085,2,0.718945
2086,2,0.7186
2087,2,0.718256
2088,2,0.717912
2089,2,0.717568
2090,2,0.717225
2091,2,0.716882
2092,2,0.716539
2093,2,0.716197
2094,2,0.715855
2095,2,0.715513
2096,2,0.715172
2097,2,0.714831
2098,2,0.71449
2099,2,0.71415
2100,2,0.71381
2101,2,0.71347
2102,2,0.71313
2103,2,0.712791
2104,2,0.712452
2105,2,0.712114
2106,2,0.711776
2107,2,0.711438
2108,2,0.711101
2109,2,0.710763
2110,2,0.710427
2111,2,0.71009
2112,2,0.709754
2113,2,0.709418
2114,2,0.709082
2115,2,0.708747
2116,2,0.708412
2117,2,0.708077
2118,2,0.707743
2119,2,0.707409
2120,2,0.707075
2121,2,0.706742
2122,2,0.706409
2123,2,0.706076
2124,2,0.705744
2125,2,0.705412
2126,2,0.70508
2127,2,0.704748
2128,2,0.704417
2129,2,0.704086
2130,2,0.703756
2131,2,0.703426
2132,2,0.703096
2133,2,0.702766
2134,2,0.702437
2135,2,0.702108
2136,2,0.701779
2137,2,0.701451
2138,2,0.701123
2139,2,0.700795
2140,2,0.700467
2141,2,0.70014
2142,2,0.699813
2143,2,0.699487
2144,2,0.69916
2145,2,0.698834
2146,2,0.698509
2147,2,0.698184
2148,2,0.697858
2149,2,0.697534
2150,2,0.697209
2151,2,0.696885
2152,2,0.696561
2153,2,0.696238
2154,2,0.695915
2155,2,0.695592
2156,2,0.695269
2157,2,0.694947
2158,2,0.694625
2159,2,0.694303
2160,2,0.693981
2161,2,0.69366
2162,2,0.69334
2163,2,0.693019
2164,2,0.692699
2165,2,0.692379
2166,2,0.692059
2167,2,0.69174
2168,2,0.691421
2169,2,0.691102
2170,2,0.690783
2171,2,0.690465
2172,2,0.690147
2173,2,0.68983
2174,2,0.689512
2175,2,0.689195
2176,2,0.688879
2177,2,0.688562
2178,2,0.688246
2179,2,0.68793
2180,2,0.687615
2181,2,0.687299
2182,2,0.686984
2183,2,0.68667
2184,2,0.686355
2185,2,0.686041
2186,2,0.685727
2187,2,0.685414
2188,2,0.685101
2189,2,0.684788
2190,2,0.684475
2191,2,0.684162
2192,2,0.68385
2193,2,0.683539
2194,2,0.683227
2195,2,0.682916
2196,2,0.682605
2197,2,0.682294
2198,2,0.681984
2199,2,0.681673
2200,2,0.681364
2201,2,0.681054
2202,2,0.680745
2203,2,0.680436
2204,2,0.680127
2205,2,0.679819
2206,2,0.67951
2207,2,0.679203
2208,2,0.678895
2209,2,0.678588
2210,2,0.678281
2211,2,0.677974
2212,2,0.677667
2213,2,0.677361
2214,2,0.677055
2215,2,0.676749
2216,2,0.676444
2217,2,0.676139
2218,2,0.675834
2219,2,0.67553
2220,2,0.675225
2221,2,0.674921
2222,2,0.674617
2223,2,0.674314
2224,2,0.674011
2225,2,0.673708
2226,2,0.673405
2227,2,0.673103
2228,2,0.672801
2229,2,0.672499
2230,2,0.672197
2231,2,0.671896
2232,2,0.671595
2233,2,0.671294
2234,2,0.670994
2235,2,0.670694
2236,2,0.670394
2237,2,0.670094
2238,2,0.669794
2239,2,0.669495
2240,2,0.669196
2241,2,0.668898
2242,2,0.668599
2243,2,0.668301
2244,2,0.668004
2245,2,0.667706
2246,2,0.667409
2247,2,0.667112
2248,2,0.666815
2249,2,0.666518
2250,2,0.666222
2251,2,0.665926
2252,2,0.665631
2253,2,0.665335
2254,2,0.66504
2255,1,0.664745
2256,1,0.66445
2257,1,0.664156
2258,1,0.663862
2259,1,0.663568
2260,1,0.663274
2261,1,0.662981
2262,1,0.662688
2263,1,0.662395
2264,1,0.662102
2265,1,0.66181
2266,1,0.661518
2267,1,0.661226
2268,1,0.660935
2269,1,0.660643
2270,1,0.660352
2271,1,0.660062
2272,1,0.659771
2273,1,0.659481
2274,1,0.659191
2275,1,0.658901
2276,1,0.658612
2277,1,0.658322
2278,1,0.658033
2279,1,0.657745
2280,1,0.657456
2281,1,0.657168
2282,1,0.65688
2283,1,0.656592
2284,1,0.656305
2285,1,0.656018
2286,1,0.655731
2287,1,0.655444
2288,1,0.655157
2289,1,0.654871
2290,1,0.654585
2291,1,0.654299
2292,1,0.654014
2293,1,0.653729
2294,1,0.653444
2295,1,0.653159
2296,1,0.652875
2297,1,0.65259
2298,1,0.652306
2299,1,0.652023
2300,1,0.651739
2301,1,0.651456
2302,1,0.651173
2303,1,0.65089
2304,1,0.650608
2305,1,0.650325
2306,1,0.650043
2307,1,0.649762
2308,1,0.64948
2309,1,0.649199
2310,1,0.648918
2311,1,0.648637
2312,1,0.648356
2313,1,0.648076
2314,1,0.647796
2315,1,0.647516
2316,1,0.647237
2317,1,0.646957
2318,1,0.646678
2319,1,0.646399
2320,1,0.646121
2321,1,0.645842
2322,1,0.645564
2323,1,0.645286
2324,1,0.645009
2325,1,0.644731
2326,1,0.644454
2327,1,0.644177
2328,1,0.6439
2329,1,0.643624
2330,1,0.643348
2331,1,0.643072
2332,1,0.642796
2333,1,0.64252
2334,1,0.642245
2335,1,0.64197
2336,1,0.641695
2337,1,0.641421
2338,1,0.641146
2339,1,0.640872
2340,1,0.640598
2341,1,0.640325
2342,1,0.640051
2343,1,0.639778
2344,1,0.639505
2345,1,0.639232
2346,1,0.63896
2347,1,0.638688
2348,1,0.638416
2349,1,0.638144
2350,1,0.637872
2351,1,0.637601
2352,1,0.63733
2353,1,0.637059
2354,1,0.636788
2355,1,0.636518
2356,1,0.636248
2357,1,0.635978
2358,1,0.635708
2359,1,0.635439
2360,1,0.635169
2361,1,0.6349
2362,1,0.634632
2363,1,0.634363
2364,1,0.634095
2365,1,0.633827
2366,1,0.633559
2367,1,0.633291
2368,1,0.633024
2369,1,0.632756
2370,1,0.632489
2371,1,0.632223
2372,1,0.631956
2373,1,0.63169
2374,1,0.631424
2375,1,0.631158
2376,1,0.630892
2377,1,0.630627
2378,1,0.630362
2379,1,0.630097
2380,1,0.629832
2381,1,0.629567
2382,1,0.629303
2383,1,0.629039
2384,1,0.628775
2385,1,0.628512
2386,1,0.628248
2387,1,0.627985
2388,1,0.627722
2389,1,0.627459
2390,1,0.627197
2391,1,0.626934
2392,1,0.626672
2393,1,0.62641
2394,1,0.626149
2395,1,0.625887
2396,1,0.625626
2397,1,0.625365
2398,1,0.625104
2399,1,0.624844
2400,1,0.624583
2401,1,0.624323
2402,1,0.624063
2403,1,0.623804
2404,1,0.623544
2405,1,0.623285
2406,1,0.623026
2407,1,0.622767
2408,1,0.622508
2409,1,0.62225
2410,1,0.621992
2411,1,0.621734
2412,1,0.621476
2413,1,0.621218
2414,1,0.620961
2415,1,0.620704
2416,1,0.620447
2417,1,0.62019
2418,1,0.619934
2419,1,0.619678
2420,1,0.619421
2421,1,0.619166
2422,1,0.61891
2423,1,0.618655
2424,1,0.618399
2425,1,0.618144
2426,1,0.61789
2427,1,0.617635
2428,1,0.617381
2429,1,0.617126
2430,1,0.616872
2431,1,0.616619
2432,1,0.616365
2433,1,0.616112
2434,1,0.615859
2435,1,0.615606
2436,1,0.615353
2437,1,0.615101
2438,1,0.614848
2439,1,0.614596
2440,1,0.614344
2441,1,0.614093
2442,1,0.613841
2443,1,0.61359
2444,1,0.613339
2445,1,0.613088
2446,1,0.612837
2447,1,0.612587
2448,1,0.612337
2449,1,0.612087
2450,1,0.611837
2451,1,0.611587
2452,1,0.611338
2453,1,0.611088
2454,1,0.610839
2455,1,0.610591
2456,1,0.610342
2457,1,0.610094
2458,1,0.609845
2459,1,0.609597
2460,1,0.60935
2461,1,0.609102
2462,1,0.608855
2463,1,0.608607
2464,1,0.60836
2465,1,0.608114
2466,1,0.607867
2467,1,0.607621
2468,1,0.607374
2469,1,0.607128
2470,1,0.606883
2471,1,0.606637
2472,1,0.606392
2473,1,0.606146
2474,1,0.605901
2475,1,0.605657
2476,1,0.605412
2477,1,0.605168
2478,1,0.604923
2479,1,0.604679
2480,1,0.604435
2481,1,0.604192
2482,1,0.603948
2483,1,0.603705
2484,1,0.603462
2485,1,0.603219
2486,1,0.602977
2487,1,0.602734
2488,1,0.602492
2489,1,0.60225
2490,1,0.602008
2491,1,0.601766
2492,1,0.601525
2493,1,0.601284
2494,1,0.601043
2495,1,0.600802
2496,1,0.600561
2497,1,0.60032
2498,1,0.60008
2499,1,0.59984
2500,1,0.5996
2501,1,0.59936
2502,1,0.599121
2503,1,0.598881
2504,1,0.598642
2505,1,0.598403
2506,1,0.598164
2507,1,0.597926
2508,1,0.597687
2509,1,0.597449
2510,1,0.597211
2511,1,0.596973
2512,1,0.596736
2513,1,0.596498
2514,1,0.596261
2515,1,0.596024
2516,1,0.595787
2517,1,0.59555
2518,1,0.595314
2519,1,0.595077
2520,1,0.594841
2521,1,0.594605
2522,1,0.59437
2523,1,0.594134
2524,1,0.593899
2525,1,0.593663
2526,1,0.593428
2527,1,0.593194
2528,1,0.592959
2529,1,0.592724
2530,1,0.59249
2531,1,0.592256
2532,1,0.592022
2533,1,0.591788
2534,1,0.591555
2535,1,0.591321
2536,1,0.591088
2537,1,0.590855
2538,1,0.590623
2539,1,0.59039
2540,1,0.590157
2541,1,0.589925
2542,1,0.589693
2543,1,0.589461
2544,1,0.58923
2545,1,0.588998
2546,1,0.588767
2547,1,0.588536
2548,1,0.588305
2549,1,0.588074
2550,1,0.587843
2551,1,0.587613
2552,1,0.587382
2553,1,0.587152
2554,1,0.586922
2555,1,0.586693
2556,1,0.586463
2557,1,0.586234
2558,1,0.586005
2559,1,0.585776
2560,1,0.585547
2561,1,0.585318
2562,1,0.58509
2563,1,0.584861
2564,1,0.584633
2565,1,0.584405
2566,1,0.584178
2567,1,0.58395
2568,1,0.583723
2569,1,0.583496
2570,1,0.583268
2571,1,0.583042
2572,1,0.582815
2573,1,0.582588
2574,1,0.582362
2575,1,0.582136
2576,1,0.58191
2577,1,0.581684
2578,1,0.581458
2579,1,0.581233
2580,1,0.581008
2581,1,0.580783
2582,1,0.580558
2583,1,0.580333
2584,1,0.580108
2585,1,0.579884
2586,1,0.57966
2587,1,0.579436
2588,1,0.579212
2589,1,0.578988
2590,1,0.578764
2591,1,0.578541
2592,1,0.578318
2593,1,0.578095
2594,1,0.577872
2595,1,0.577649
2596,1,0.577427
2597,1,0.577204
2598,1,0.576982
2599,1,0.57676
2600,1,0.576538
2601,1,0.576317
2602,1,0.576095
2603,1,0.575874
2604,1,0.575653
2605,1,0.575432
2606,1,0.575211
2607,1,0.57499
2608,1,0.57477
2609,1,0.57455
2610,1,0.57433
2611,1,0.57411
2612,1,0.57389
2613,1,0.57367
2614,1,0.573451
2615,1,0.573231
2616,1,0.573012
2617,1,0.572793
2618,1,0.572574
2619,1,0.572356
2620,1,0.572137
2621,1,0.571919
2622,1,0.571701
2623,1,0.571483
2624,1,0.571265
2625,1,0.571048
2626,1,0.57083
2627,1,0.570613
2628,1,0.570396
2629,1,0.570179
2630,1,0.569962
2631,1,0.569745
2632,1,0.569529
2633,1,0.569313
2634,1,0.569096
2635,1,0.56888
2636,1,0.568665
2637,1,0.568449
2638,1,0.568234
2639,1,0.568018
2640,1,0.567803
2641,1,0.567588
2642,1,0.567373
2643,1,0.567159
2644,1,0.566944
2645,1,0.56673
2646,1,0.566515
2647,1,0.566301
2648,1,0.566088
2649,1,0.565874
2650,1,0.56566
2651,1,0.565447
2652,1,0.565234
2653,1,0.565021
2654,1,0.564808
2655,1,0.564595
2656,1,0.564383
2657,1,0.56417
2658,1,0.563958
2659,1,0.563746
2660,1,0.563534
2661,1,0.563322
2662,1,0.56311
2663,1,0.562899
2664,1,0.562688
2665,1,0.562477
2666,1,0.562266
2667,1,0.562055
2668,1,0.561844
2669,1,0.561634
2670,1,0.561423
2671,1,0.561213
2672,1,0.561003
2673,1,0.560793
2674,1,0.560583
2675,1,0.560374
2676,1,0.560164
2677,1,0.559955
2678,1,0.559746
2679,1,0.559537
2680,1,0.559328
2681,1,0.55912
2682,1,0.558911
2683,1,0.558703
2684,1,0.558495
2685,1,0.558287
2686,1,0.558079
2687,1,0.557871
2688,1,0.557664
2689,1,0.557456
2690,1,0.557249
2691,1,0.557042
2692,1,0.556835
2693,1,0.556628
2694,1,0.556422
2695,1,0.556215
2696,1,0.556009
2697,1,0.555803
2698,1,0.555597
2699,1,0.555391
2700,1,0.555185
2701,1,0.55498
2702,1,0.554774
2703,1,0.554569
2704,1,0.554364
2705,1,0.554159
2706,1,0.553954
2707,1,0.55375
2708,1,0.553545
2709,1,0.553341
2710,1,0.553137
2711,1,0.552932
2712,1,0.552729
2713,1,0.552525
2714,1,0.552321
2715,1,0.552118
2716,1,0.551915
2717,1,0.551711
2718,1,0.551508
2719,1,0.551306
2720,1,0.551103
2721,1,0.5509
2722,1,0.550698
2723,1,0.550496
2724,1,0.550294
2725,1,0.550092
2726,1,0.54989
2727,1,0.549688
2728,1,0.549487
2729,1,0.549285
2730,1,0.549084
2731,1,0.548883
2732,1,0.548682
2733,1,0.548482
2734,1,0.548281
2735,1,0.54808
2736,1,0.54788
2737,1,0.54768
2738,1,0.54748
2739,1,0.54728
2740,1,0.54708
2741,1,0.546881
2742,1,0.546681
2743,1,0.546482
2744,1,0.546283
2745,1,0.546084
2746,1,0.545885
2747,1,0.545686
2748,1,0.545488
2749,1,0.545289
2750,1,0.545091
2751,1,0.544893
2752,1,0.544695
2753,1,0.544497
2754,1,0.544299
2755,1,0.544102
2756,1,0.543904
2757,1,0.543707
2758,1,0.54351
2759,1,0.543313
2760,1,0.543116
2761,1,0.542919
2762,1,0.542723
2763,1,0.542526
2764,1,0.54233
2765,1,0.542134
2766,1,0.541938
2767,1,0.541742
2768,1,0.541546
2769,1,0.541351
2770,1,0.541155
2771,1,0.54096
2772,1,0.540765
2773,1,0.54057
2774,1,0.540375
2775,1,0.54018
2776,1,0.539986
2777,1,0.539791
2778,1,0.539597
2779,1,0.539403
2780,1,0.539209
2781,1,0.539015
2782,1,0.538821
2783,1,0.538627
2784,1,0.538434
2785,1,0.538241
2786,1,0.538047
2787,1,0.537854
2788,1,0.537661
2789,1,0.537469
2790,1,0.537276
2791,1,0.537083
2792,1,0.536891
2793,1,0.536699
2794,1,0.536507
2795,1,0.536315
2796,1,0.536123
2797,1,0.535931
2798,1,0.53574
2799,1,0.535548
2800,1,0.535357
2801,1,0.535166
2802,1,0.534975
2803,1,0.534784
2804,1,0.534593
2805,1,0.534403
2806,1,0.534212
2807,1,0.534022
2808,1,0.533832
2809,1,0.533642
2810,1,0.533452
2811,1,0.533262
2812,1,0.533073
2813,1,0.532883
2814,1,0.532694
2815,1,0.532504
2816,1,0.532315
2817,1,0.532126
2818,1,0.531938
2819,1,0.531749
2820,1,0.53156
2821,1,0.531372
2822,1,0.531184
2823,1,0.530995
2824,1,0.530807
2825,1,0.530619
2826,1,0.530432
2827,1,0.530244
2828,1,0.530057
2829,1,0.529869
2830,1,0.529682
2831,1,0.529495
2832,1,0.529308
2833,1,0.529121
2834,1,0.528934
2835,1,0.528748
2836,1,0.528561
2837,1,0.528375
2838,1,0.528189
2839,1,0.528003
2840,1,0.527817
2841,1,0.527631
2842,1,0.527445
2843,1,0.52726
2844,1,0.527075
2845,1,0.526889
2846,1,0.526704
2847,1,0.526519
2848,1,0.526334
2849,1,0.52615
2850,1,0.525965
2851,1,0.52578
2852,1,0.525596
2853,1,0.525412
2854,1,0.525228
2855,1,0.525044
2856,1,0.52486
2857,1,0.524676
2858,1,0.524493
2859,1,0.524309
2860,1,0.524126
2861,1,0.523943
2862,1,0.52376
2863,1,0.523577
2864,1,0.523394
2865,1,0.523211
2866,1,0.523029
2867,1,0.522846
2868,1,0.522664
2869,1,0.522482
2870,1,0.5223
2871,1,0.522118
2872,1,0.521936
2873,1,0.521754
2874,1,0.521573
2875,1,0.521391
2876,1,0.52121
2877,1,0.521029
2878,1,0.520848
2879,1,0.520667
2880,1,0.520486
2881,1,0.520305
2882,1,0.520125
2883,1,0.519945
2884,1,0.519764
2885,1,0.519584
2886,1,0.519404
2887,1,0.519224
2888,1,0.519044
2889,1,0.518865
2890,1,0.518685
2891,1,0.518506
2892,1,0.518326
2893,1,0.518147
2894,1,0.517968
