id,url,raw_path,text_path,raw_size_bytes,text_size_bytes,word_count,status_code
20000,https://www.povarenok.ru/recipes/show/20000/,recipes_corpus/povarenok/raw/20000.html,recipes_corpus/povarenok/text/20000.txt,383531,60466,5524,200
19999,https://www.povarenok.ru/recipes/show/19999/,recipes_corpus/povarenok/raw/19999.html,recipes_corpus/povarenok/text/19999.txt,396726,56893,5202,200
19998,https://www.povarenok.ru/recipes/show/19998/,recipes_corpus/povarenok/raw/19998.html,recipes_corpus/povarenok/text/19998.txt,365148,53857,4919,200
19996,https://www.povarenok.ru/recipes/show/19996/,recipes_corpus/povarenok/raw/19996.html,recipes_corpus/povarenok/text/19996.txt,356450,53004,4815,200
19995,https://www.povarenok.ru/recipes/show/19995/,recipes_corpus/povarenok/raw/19995.html,recipes_corpus/povarenok/text/19995.txt,376113,59835,5439,200
19994,https://www.povarenok.ru/recipes/show/19994/,recipes_corpus/povarenok/raw/19994.html,recipes_corpus/povarenok/text/19994.txt,387549,58659,5308,200
19993,https://www.povarenok.ru/recipes/show/19993/,recipes_corpus/povarenok/raw/19993.html,recipes_corpus/povarenok/text/19993.txt,323978,50764,4615,200
19991,https://www.povarenok.ru/recipes/show/19991/,recipes_corpus/povarenok/raw/19991.html,recipes_corpus/povarenok/text/19991.txt,332095,50474,4620,200
19990,https://www.povarenok.ru/recipes/show/19990/,recipes_corpus/povarenok/raw/19990.html,recipes_corpus/povarenok/text/19990.txt,398341,60318,5485,200
19989,https://www.povarenok.ru/recipes/show/19989/,recipes_corpus/povarenok/raw/19989.html,recipes_corpus/povarenok/text/19989.txt,410946,58547,5315,200
19988,https://www.povarenok.ru/recipes/show/19988/,recipes_corpus/povarenok/raw/19988.html,recipes_corpus/povarenok/text/19988.txt,413879,63406,5783,200
19987,https://www.povarenok.ru/recipes/show/19987/,recipes_corpus/povarenok/raw/19987.html,recipes_corpus/povarenok/text/19987.txt,383413,61158,5577,200
19986,https://www.povarenok.ru/recipes/show/19986/,recipes_corpus/povarenok/raw/19986.html,recipes_corpus/povarenok/text/19986.txt,346719,53324,4834,200
19985,https://www.povarenok.ru/recipes/show/19985/,recipes_corpus/povarenok/raw/19985.html,recipes_corpus/povarenok/text/19985.txt,355237,53053,4783,200
19984,https://www.povarenok.ru/recipes/show/19984/,recipes_corpus/povarenok/raw/19984.html,recipes_corpus/povarenok/text/19984.txt,382014,56648,5157,200
19983,https://www.povarenok.ru/recipes/show/19983/,recipes_corpus/povarenok/raw/19983.html,recipes_corpus/povarenok/text/19983.txt,363571,56354,5108,200
19982,https://www.povarenok.ru/recipes/show/19982/,recipes_corpus/povarenok/raw/19982.html,recipes_corpus/povarenok/text/19982.txt,408401,57360,5282,200
19981,https://www.povarenok.ru/recipes/show/19981/,recipes_corpus/povarenok/raw/19981.html,recipes_corpus/povarenok/text/19981.txt,383664,56757,5154,200
19980,https://www.povarenok.ru/recipes/show/19980/,recipes_corpus/povarenok/raw/19980.html,recipes_corpus/povarenok/text/19980.txt,351762,53125,4847,200
19979,https://www.povarenok.ru/recipes/show/19979/,recipes_corpus/povarenok/raw/19979.html,recipes_corpus/povarenok/text/19979.txt,387985,57218,5216,200
19978,https://www.povarenok.ru/recipes/show/19978/,recipes_corpus/povarenok/raw/19978.html,recipes_corpus/povarenok/text/19978.txt,363484,54068,4894,200
19977,https://www.povarenok.ru/recipes/show/19977/,recipes_corpus/povarenok/raw/19977.html,recipes_corpus/povarenok/text/19977.txt,385879,55366,5064,200
19976,https://www.povarenok.ru/recipes/show/19976/,recipes_corpus/povarenok/raw/19976.html,recipes_corpus/povarenok/text/19976.txt,363645,53833,4928,200
19975,https://www.povarenok.ru/recipes/show/19975/,recipes_corpus/povarenok/raw/19975.html,recipes_corpus/povarenok/text/19975.txt,375548,56378,5165,200
19974,https://www.povarenok.ru/recipes/show/19974/,recipes_corpus/povarenok/raw/19974.html,recipes_corpus/povarenok/text/19974.txt,484347,64628,6045,200
19973,https://www.povarenok.ru/recipes/show/19973/,recipes_corpus/povarenok/raw/19973.html,recipes_corpus/povarenok/text/19973.txt,361945,54589,4963,200
19972,https://www.povarenok.ru/recipes/show/19972/,recipes_corpus/povarenok/raw/19972.html,recipes_corpus/povarenok/text/19972.txt,386939,54977,5012,200
19971,https://www.povarenok.ru/recipes/show/19971/,recipes_corpus/povarenok/raw/19971.html,recipes_corpus/povarenok/text/19971.txt,390299,56743,5195,200
19970,https://www.povarenok.ru/recipes/show/19970/,recipes_corpus/povarenok/raw/19970.html,recipes_corpus/povarenok/text/19970.txt,339579,52545,4762,200
19969,https://www.povarenok.ru/recipes/show/19969/,recipes_corpus/povarenok/raw/19969.html,recipes_corpus/povarenok/text/19969.txt,385415,58613,5357,200
19968,https://www.povarenok.ru/recipes/show/19968/,recipes_corpus/povarenok/raw/19968.html,recipes_corpus/povarenok/text/19968.txt,351336,53947,4917,200
19967,https://www.povarenok.ru/recipes/show/19967/,recipes_corpus/povarenok/raw/19967.html,recipes_corpus/povarenok/text/19967.txt,386311,59571,5425,200
19965,https://www.povarenok.ru/recipes/show/19965/,recipes_corpus/povarenok/raw/19965.html,recipes_corpus/povarenok/text/19965.txt,352211,53165,4857,200
19964,https://www.povarenok.ru/recipes/show/19964/,recipes_corpus/povarenok/raw/19964.html,recipes_corpus/povarenok/text/19964.txt,371980,54690,5034,200
19963,https://www.povarenok.ru/recipes/show/19963/,recipes_corpus/povarenok/raw/19963.html,recipes_corpus/povarenok/text/19963.txt,379914,57185,5207,200
19961,https://www.povarenok.ru/recipes/show/19961/,recipes_corpus/povarenok/raw/19961.html,recipes_corpus/povarenok/text/19961.txt,363030,57369,5240,200
19960,https://www.povarenok.ru/recipes/show/19960/,recipes_corpus/povarenok/raw/19960.html,recipes_corpus/povarenok/text/19960.txt,380513,58142,5283,200
19959,https://www.povarenok.ru/recipes/show/19959/,recipes_corpus/povarenok/raw/19959.html,recipes_corpus/povarenok/text/19959.txt,379345,55186,5050,200
19958,https://www.povarenok.ru/recipes/show/19958/,recipes_corpus/povarenok/raw/19958.html,recipes_corpus/povarenok/text/19958.txt,381807,57310,5200,200
19957,https://www.povarenok.ru/recipes/show/19957/,recipes_corpus/povarenok/raw/19957.html,recipes_corpus/povarenok/text/19957.txt,405177,58435,5357,200
19956,https://www.povarenok.ru/recipes/show/19956/,recipes_corpus/povarenok/raw/19956.html,recipes_corpus/povarenok/text/19956.txt,345137,52979,4822,200
19955,https://www.povarenok.ru/recipes/show/19955/,recipes_corpus/povarenok/raw/19955.html,recipes_corpus/povarenok/text/19955.txt,430350,57667,5341,200
19954,https://www.povarenok.ru/recipes/show/19954/,recipes_corpus/povarenok/raw/19954.html,recipes_corpus/povarenok/text/19954.txt,349514,55183,5003,200
19953,https://www.povarenok.ru/recipes/show/19953/,recipes_corpus/povarenok/raw/19953.html,recipes_corpus/povarenok/text/19953.txt,386753,56967,5210,200
19952,https://www.povarenok.ru/recipes/show/19952/,recipes_corpus/povarenok/raw/19952.html,recipes_corpus/povarenok/text/19952.txt,382770,55154,4980,200
19950,https://www.povarenok.ru/recipes/show/19950/,recipes_corpus/povarenok/raw/19950.html,recipes_corpus/povarenok/text/19950.txt,403157,61471,5561,200
19949,https://www.povarenok.ru/recipes/show/19949/,recipes_corpus/povarenok/raw/19949.html,recipes_corpus/povarenok/text/19949.txt,360006,58200,5272,200
19948,https://www.povarenok.ru/recipes/show/19948/,recipes_corpus/povarenok/raw/19948.html,recipes_corpus/povarenok/text/19948.txt,380222,54165,4938,200
19947,https://www.povarenok.ru/recipes/show/19947/,recipes_corpus/povarenok/raw/19947.html,recipes_corpus/povarenok/text/19947.txt,370835,55140,5019,200
19946,https://www.povarenok.ru/recipes/show/19946/,recipes_corpus/povarenok/raw/19946.html,recipes_corpus/povarenok/text/19946.txt,401857,61272,5557,200
19944,https://www.povarenok.ru/recipes/show/19944/,recipes_corpus/povarenok/raw/19944.html,recipes_corpus/povarenok/text/19944.txt,378305,56799,5198,200
19943,https://www.povarenok.ru/recipes/show/19943/,recipes_corpus/povarenok/raw/19943.html,recipes_corpus/povarenok/text/19943.txt,393683,57769,5256,200
19942,https://www.povarenok.ru/recipes/show/19942/,recipes_corpus/povarenok/raw/19942.html,recipes_corpus/povarenok/text/19942.txt,334229,50791,4620,200
19941,https://www.povarenok.ru/recipes/show/19941/,recipes_corpus/povarenok/raw/19941.html,recipes_corpus/povarenok/text/19941.txt,358437,54664,4987,200
19940,https://www.povarenok.ru/recipes/show/19940/,recipes_corpus/povarenok/raw/19940.html,recipes_corpus/povarenok/text/19940.txt,342018,52751,4826,200
19939,https://www.povarenok.ru/recipes/show/19939/,recipes_corpus/povarenok/raw/19939.html,recipes_corpus/povarenok/text/19939.txt,393383,58284,5303,200
19938,https://www.povarenok.ru/recipes/show/19938/,recipes_corpus/povarenok/raw/19938.html,recipes_corpus/povarenok/text/19938.txt,319332,50700,4615,200
19937,https://www.povarenok.ru/recipes/show/19937/,recipes_corpus/povarenok/raw/19937.html,recipes_corpus/povarenok/text/19937.txt,407641,58472,5359,200
19936,https://www.povarenok.ru/recipes/show/19936/,recipes_corpus/povarenok/raw/19936.html,recipes_corpus/povarenok/text/19936.txt,378206,59528,5374,200
19935,https://www.povarenok.ru/recipes/show/19935/,recipes_corpus/povarenok/raw/19935.html,recipes_corpus/povarenok/text/19935.txt,346427,53635,4875,200
19934,https://www.povarenok.ru/recipes/show/19934/,recipes_corpus/povarenok/raw/19934.html,recipes_corpus/povarenok/text/19934.txt,409075,61654,5639,200
19933,https://www.povarenok.ru/recipes/show/19933/,recipes_corpus/povarenok/raw/19933.html,recipes_corpus/povarenok/text/19933.txt,394657,58873,5341,200
19932,https://www.povarenok.ru/recipes/show/19932/,recipes_corpus/povarenok/raw/19932.html,recipes_corpus/povarenok/text/19932.txt,387129,59025,5362,200
19931,https://www.povarenok.ru/recipes/show/19931/,recipes_corpus/povarenok/raw/19931.html,recipes_corpus/povarenok/text/19931.txt,444474,61619,5732,200
19930,https://www.povarenok.ru/recipes/show/19930/,recipes_corpus/povarenok/raw/19930.html,recipes_corpus/povarenok/text/19930.txt,487606,65819,6035,200
19929,https://www.povarenok.ru/recipes/show/19929/,recipes_corpus/povarenok/raw/19929.html,recipes_corpus/povarenok/text/19929.txt,380015,54760,4963,200
19928,https://www.povarenok.ru/recipes/show/19928/,recipes_corpus/povarenok/raw/19928.html,recipes_corpus/povarenok/text/19928.txt,347318,53227,4853,200
