rank,freq,zipf
16385,4,13.067
16386,4,13.0662
16387,4,13.0654
16388,4,13.0646
16389,4,13.0638
16390,4,13.063
16391,4,13.0622
16392,4,13.0614
16393,4,13.0606
16394,4,13.0598
16395,4,13.059
16396,4,13.0582
16397,4,13.0574
16398,4,13.0567
16399,4,13.0559
16400,4,13.0551
16401,4,13.0543
16402,4,13.0535
16403,4,13.0527
16404,4,13.0519
16405,4,13.0511
16406,4,13.0503
16407,4,13.0495
16408,4,13.0487
16409,4,13.0479
16410,4,13.0471
16411,4,13.0463
16412,4,13.0455
16413,4,13.0447
16414,4,13.0439
16415,4,13.0431
16416,4,13.0423
16417,4,13.0415
16418,4,13.0407
16419,4,13.04
16420,4,13.0392
16421,4,13.0384
16422,4,13.0376
16423,4,13.0368
16424,4,13.036
16425,4,13.0352
16426,4,13.0344
16427,4,13.0336
16428,4,13.0328
16429,4,13.032
16430,4,13.0312
16431,4,13.0304
16432,4,13.0296
16433,4,13.0288
16434,4,13.0281
16435,4,13.0273
16436,4,13.0265
16437,4,13.0257
16438,4,13.0249
16439,4,13.0241
16440,4,13.0233
16441,4,13.0225
16442,4,13.0217
16443,4,13.0209
16444,4,13.0201
16445,4,13.0193
16446,4,13.0185
16447,4,13.0178
16448,4,13.017
16449,4,13.0162
16450,4,13.0154
16451,4,13.0146
16452,4,13.0138
16453,4,13.013
16454,4,13.0122
16455,4,13.0114
16456,4,13.0106
16457,4,13.0098
16458,4,13.0091
16459,4,13.0083
16460,4,13.0075
16461,4,13.0067
16462,4,13.0059
16463,4,13.0051
16464,4,13.0043
16465,4,13.0035
16466,4,13.0027
16467,4,13.0019
16468,4,13.0012
16469,4,13.0004
16470,4,12.9996
16471,4,12.9988
16472,4,12.998
16473,4,12.9972
16474,4,12.9964
16475,4,12.9956
16476,4,12.9948
16477,4,12.9941
16478,4,12.9933
16479,4,12.9925
16480,4,12.9917
16481,4,12.9909
16482,4,12.9901
16483,4,12.9893
16484,4,12.9885
16485,4,12.9877
16486,4,12.987
16487,4,12.9862
16488,4,12.9854
16489,4,12.9846
16490,4,12.9838
16491,4,12.983
16492,4,12.9822
16493,4,12.9814
16494,4,12.9807
16495,4,12.9799
16496,4,12.9791
16497,4,12.9783
16498,4,12.9775
16499,4,12.9767
16500,4,12.9759
16501,4,12.9752
16502,4,12.9744
16503,4,12.9736
16504,4,12.9728
16505,4,12.972
16506,4,12.9712
16507,4,12.9704
16508,4,12.9697
16509,4,12.9689
16510,4,12.9681
16511,4,12.9673
16512,4,12.9665
16513,4,12.9657
16514,4,12.9649
16515,4,12.9642
16516,4,12.9634
16517,4,12.9626
16518,4,12.9618
16519,4,12.961
16520,4,12.9602
16521,4,12.9594
16522,4,12.9587
16523,4,12.9579
16524,4,12.9571
16525,4,12.9563
16526,4,12.9555
16527,4,12.9547
16528,4,12.954
16529,4,12.9532
16530,4,12.9524
16531,4,12.9516
16532,4,12.9508
16533,4,12.95
16534,4,12.9493
16535,4,12.9485
16536,4,12.9477
16537,4,12.9469
16538,4,12.9461
16539,4,12.9453
16540,4,12.9446
16541,4,12.9438
16542,4,12.943
16543,4,12.9422
16544,4,12.9414
16545,4,12.9406
16546,4,12.9399
16547,4,12.9391
16548,4,12.9383
16549,4,12.9375
16550,4,12.9367
16551,4,12.936
16552,4,12.9352
16553,4,12.9344
16554,4,12.9336
16555,4,12.9328
16556,4,12.932
16557,4,12.9313
16558,4,12.9305
16559,4,12.9297
16560,4,12.9289
16561,4,12.9281
16562,4,12.9274
16563,4,12.9266
16564,4,12.9258
16565,4,12.925
16566,4,12.9242
16567,4,12.9235
16568,4,12.9227
16569,4,12.9219
16570,4,12.9211
16571,4,12.9203
16572,4,12.9196
16573,4,12.9188
16574,4,12.918
16575,4,12.9172
16576,4,12.9164
16577,4,12.9157
16578,4,12.9149
16579,4,12.9141
16580,4,12.9133
16581,4,12.9126
16582,4,12.9118
16583,4,12.911
16584,4,12.9102
16585,4,12.9094
16586,4,12.9087
16587,4,12.9079
16588,4,12.9071
16589,4,12.9063
16590,4,12.9055
16591,4,12.9048
16592,4,12.904
16593,4,12.9032
16594,4,12.9024
16595,4,12.9017
16596,4,12.9009
16597,4,12.9001
16598,4,12.8993
16599,4,12.8985
16600,4,12.8978
16601,4,12.897
16602,4,12.8962
16603,4,12.8954
16604,4,12.8947
16605,4,12.8939
16606,4,12.8931
16607,4,12.8923
16608,4,12.8916
16609,4,12.8908
16610,4,12.89
16611,4,12.8892
16612,4,12.8885
16613,4,12.8877
16614,4,12.8869
16615,4,12.8861
16616,4,12.8854
16617,4,12.8846
16618,4,12.8838
16619,4,12.883
16620,4,12.8823
16621,4,12.8815
16622,4,12.8807
16623,4,12.8799
16624,4,12.8792
16625,4,12.8784
16626,4,12.8776
16627,4,12.8768
16628,4,12.8761
16629,4,12.8753
16630,4,12.8745
16631,4,12.8737
16632,4,12.873
16633,4,12.8722
16634,4,12.8714
16635,4,12.8706
16636,4,12.8699
16637,4,12.8691
16638,4,12.8683
16639,4,12.8675
16640,4,12.8668
16641,4,12.866
16642,4,12.8652
16643,4,12.8644
16644,4,12.8637
16645,4,12.8629
16646,4,12.8621
16647,4,12.8614
16648,4,12.8606
16649,4,12.8598
16650,4,12.859
16651,4,12.8583
16652,4,12.8575
16653,4,12.8567
16654,4,12.856
16655,4,12.8552
16656,4,12.8544
16657,4,12.8536
16658,4,12.8529
16659,4,12.8521
16660,4,12.8513
16661,4,12.8505
16662,4,12.8498
16663,4,12.849
16664,4,12.8482
16665,4,12.8475
16666,4,12.8467
16667,4,12.8459
16668,4,12.8452
16669,4,12.8444
16670,4,12.8436
16671,4,12.8428
16672,4,12.8421
16673,4,12.8413
16674,4,12.8405
16675,4,12.8398
16676,4,12.839
16677,4,12.8382
16678,4,12.8375
16679,4,12.8367
16680,4,12.8359
16681,4,12.8351
16682,4,12.8344
16683,4,12.8336
16684,4,12.8328
16685,4,12.8321
16686,4,12.8313
16687,4,12.8305
16688,4,12.8298
16689,4,12.829
16690,4,12.8282
16691,4,12.8275
16692,4,12.8267
16693,4,12.8259
16694,4,12.8251
16695,4,12.8244
16696,4,12.8236
16697,4,12.8228
16698,4,12.8221
16699,4,12.8213
16700,4,12.8205
16701,4,12.8198
16702,4,12.819
16703,4,12.8182
16704,4,12.8175
16705,4,12.8167
16706,4,12.8159
16707,4,12.8152
16708,4,12.8144
16709,4,12.8136
16710,4,12.8129
16711,4,12.8121
16712,4,12.8113
16713,4,12.8106
16714,4,12.8098
16715,4,12.809
16716,4,12.8083
16717,4,12.8075
16718,4,12.8067
16719,4,12.806
16720,4,12.8052
16721,4,12.8044
16722,4,12.8037
16723,4,12.8029
16724,4,12.8021
16725,4,12.8014
16726,4,12.8006
16727,4,12.7998
16728,4,12.7991
16729,4,12.7983
16730,4,12.7975
16731,4,12.7968
16732,4,12.796
16733,4,12.7953
16734,4,12.7945
16735,4,12.7937
16736,4,12.793
16737,4,12.7922
16738,4,12.7914
16739,4,12.7907
16740,4,12.7899
16741,4,12.7891
16742,4,12.7884
16743,4,12.7876
16744,4,12.7868
16745,4,12.7861
16746,4,12.7853
16747,4,12.7846
16748,4,12.7838
16749,4,12.783
16750,4,12.7823
16751,4,12.7815
16752,4,12.7807
16753,4,12.78
16754,4,12.7792
16755,4,12.7785
16756,4,12.7777
16757,4,12.7769
16758,4,12.7762
16759,4,12.7754
16760,4,12.7746
16761,4,12.7739
16762,4,12.7731
16763,4,12.7724
16764,4,12.7716
16765,4,12.7708
16766,4,12.7701
16767,4,12.7693
16768,4,12.7685
16769,4,12.7678
16770,4,12.767
16771,4,12.7663
16772,4,12.7655
16773,4,12.7647
16774,4,12.764
16775,4,12.7632
16776,4,12.7625
16777,4,12.7617
16778,4,12.7609
16779,4,12.7602
16780,4,12.7594
16781,4,12.7587
16782,4,12.7579
16783,4,12.7571
16784,4,12.7564
16785,4,12.7556
16786,4,12.7549
16787,4,12.7541
16788,4,12.7533
16789,4,12.7526
16790,4,12.7518
16791,4,12.7511
16792,4,12.7503
16793,4,12.7495
16794,4,12.7488
16795,4,12.748
16796,4,12.7473
16797,4,12.7465
16798,4,12.7457
16799,4,12.745
16800,4,12.7442
16801,4,12.7435
16802,4,12.7427
16803,4,12.742
16804,4,12.7412
16805,4,12.7404
16806,4,12.7397
16807,4,12.7389
16808,4,12.7382
16809,4,12.7374
16810,4,12.7366
16811,4,12.7359
16812,4,12.7351
16813,4,12.7344
16814,4,12.7336
16815,4,12.7329
16816,4,12.7321
16817,4,12.7313
16818,4,12.7306
16819,4,12.7298
16820,4,12.7291
16821,4,12.7283
16822,4,12.7276
16823,4,12.7268
16824,4,12.726
16825,4,12.7253
16826,4,12.7245
16827,4,12.7238
16828,4,12.723
16829,4,12.7223
16830,4,12.7215
16831,4,12.7208
16832,4,12.72
16833,4,12.7192
16834,4,12.7185
16835,4,12.7177
16836,4,12.717
16837,4,12.7162
16838,4,12.7155
16839,4,12.7147
16840,4,12.714
16841,4,12.7132
16842,4,12.7124
16843,4,12.7117
16844,4,12.7109
16845,4,12.7102
16846,4,12.7094
16847,4,12.7087
16848,4,12.7079
16849,4,12.7072
16850,4,12.7064
16851,4,12.7057
16852,4,12.7049
16853,4,12.7041
16854,4,12.7034
16855,4,12.7026
16856,4,12.7019
16857,4,12.7011
16858,4,12.7004
16859,4,12.6996
16860,4,12.6989
16861,4,12.6981
16862,4,12.6974
16863,4,12.6966
16864,4,12.6959
16865,4,12.6951
16866,4,12.6944
16867,4,12.6936
16868,4,12.6929
16869,4,12.6921
16870,4,12.6913
16871,4,12.6906
16872,4,12.6898
16873,4,12.6891
16874,4,12.6883
16875,4,12.6876
16876,4,12.6868
16877,4,12.6861
16878,4,12.6853
16879,4,12.6846
16880,4,12.6838
16881,4,12.6831
16882,4,12.6823
16883,4,12.6816
16884,4,12.6808
16885,4,12.6801
16886,4,12.6793
16887,4,12.6786
16888,4,12.6778
16889,4,12.6771
16890,4,12.6763
16891,4,12.6756
16892,4,12.6748
16893,4,12.6741
16894,4,12.6733
16895,4,12.6726
16896,4,12.6718
16897,4,12.6711
16898,4,12.6703
16899,4,12.6696
16900,4,12.6688
16901,4,12.6681
16902,4,12.6673
16903,4,12.6666
16904,4,12.6658
16905,4,12.6651
16906,4,12.6643
16907,4,12.6636
16908,4,12.6628
16909,4,12.6621
16910,4,12.6613
16911,4,12.6606
16912,4,12.6598
16913,4,12.6591
16914,4,12.6583
16915,4,12.6576
16916,4,12.6568
16917,4,12.6561
16918,4,12.6553
16919,4,12.6546
16920,4,12.6538
16921,4,12.6531
16922,4,12.6523
16923,4,12.6516
16924,4,12.6509
16925,4,12.6501
16926,4,12.6494
16927,4,12.6486
16928,4,12.6479
16929,4,12.6471
16930,4,12.6464
16931,4,12.6456
16932,4,12.6449
16933,4,12.6441
16934,4,12.6434
16935,4,12.6426
16936,4,12.6419
16937,4,12.6411
16938,4,12.6404
16939,4,12.6396
16940,4,12.6389
16941,4,12.6382
16942,4,12.6374
16943,4,12.6367
16944,4,12.6359
16945,4,12.6352
16946,4,12.6344
16947,4,12.6337
16948,4,12.6329
16949,4,12.6322
16950,4,12.6314
16951,4,12.6307
16952,4,12.63
16953,4,12.6292
16954,4,12.6285
16955,4,12.6277
16956,4,12.627
16957,4,12.6262
16958,4,12.6255
16959,4,12.6247
16960,4,12.624
16961,4,12.6233
16962,4,12.6225
16963,4,12.6218
16964,4,12.621
16965,4,12.6203
16966,4,12.6195
16967,4,12.6188
16968,4,12.618
16969,4,12.6173
16970,4,12.6166
16971,4,12.6158
16972,4,12.6151
16973,4,12.6143
16974,4,12.6136
16975,4,12.6128
16976,4,12.6121
16977,4,12.6114
16978,4,12.6106
16979,4,12.6099
16980,4,12.6091
16981,4,12.6084
16982,4,12.6076
16983,4,12.6069
16984,4,12.6062
16985,4,12.6054
16986,4,12.6047
16987,4,12.6039
16988,4,12.6032
16989,4,12.6024
16990,4,12.6017
16991,4,12.601
16992,4,12.6002
16993,4,12.5995
16994,4,12.5987
16995,4,12.598
16996,4,12.5973
16997,4,12.5965
16998,4,12.5958
16999,4,12.595
17000,4,12.5943
17001,4,12.5936
17002,4,12.5928
17003,4,12.5921
17004,4,12.5913
17005,4,12.5906
17006,4,12.5899
17007,4,12.5891
17008,4,12.5884
17009,4,12.5876
17010,4,12.5869
17011,4,12.5862
17012,4,12.5854
17013,4,12.5847
17014,4,12.5839
17015,4,12.5832
17016,4,12.5825
17017,4,12.5817
17018,4,12.581
17019,4,12.5802
17020,4,12.5795
17021,4,12.5788
17022,4,12.578
17023,4,12.5773
17024,4,12.5765
17025,4,12.5758
17026,4,12.5751
17027,4,12.5743
17028,4,12.5736
17029,4,12.5728
17030,4,12.5721
17031,4,12.5714
17032,4,12.5706
17033,4,12.5699
17034,4,12.5692
17035,4,12.5684
17036,4,12.5677
17037,4,12.5669
17038,4,12.5662
17039,4,12.5655
17040,4,12.5647
17041,4,12.564
17042,4,12.5633
17043,4,12.5625
17044,4,12.5618
17045,4,12.561
17046,4,12.5603
17047,4,12.5596
17048,4,12.5588
17049,4,12.5581
17050,4,12.5574
17051,4,12.5566
17052,4,12.5559
17053,4,12.5552
17054,4,12.5544
17055,4,12.5537
17056,4,12.5529
17057,4,12.5522
17058,4,12.5515
17059,4,12.5507
17060,4,12.55
17061,4,12.5493
17062,4,12.5485
17063,4,12.5478
17064,4,12.5471
17065,4,12.5463
17066,4,12.5456
17067,4,12.5449
17068,4,12.5441
17069,4,12.5434
17070,4,12.5426
17071,4,12.5419
17072,4,12.5412
17073,4,12.5404
17074,4,12.5397
17075,4,12.539
17076,4,12.5382
17077,4,12.5375
17078,4,12.5368
17079,4,12.536
17080,4,12.5353
17081,4,12.5346
17082,4,12.5338
17083,4,12.5331
17084,4,12.5324
17085,4,12.5316
17086,4,12.5309
17087,4,12.5302
17088,4,12.5294
17089,4,12.5287
17090,4,12.528
17091,4,12.5272
17092,4,12.5265
17093,4,12.5258
17094,4,12.525
17095,4,12.5243
17096,4,12.5236
17097,4,12.5228
17098,4,12.5221
17099,4,12.5214
17100,4,12.5206
17101,4,12.5199
17102,4,12.5192
17103,4,12.5184
17104,4,12.5177
17105,4,12.517
17106,4,12.5163
17107,4,12.5155
17108,4,12.5148
17109,4,12.5141
17110,4,12.5133
17111,4,12.5126
17112,4,12.5119
17113,4,12.5111
17114,4,12.5104
17115,4,12.5097
17116,4,12.5089
17117,4,12.5082
17118,4,12.5075
17119,4,12.5067
17120,4,12.506
17121,4,12.5053
17122,4,12.5046
17123,4,12.5038
17124,4,12.5031
17125,4,12.5024
17126,4,12.5016
17127,4,12.5009
17128,4,12.5002
17129,4,12.4994
17130,4,12.4987
17131,4,12.498
17132,4,12.4973
17133,4,12.4965
17134,4,12.4958
17135,4,12.4951
17136,4,12.4943
17137,4,12.4936
17138,4,12.4929
17139,4,12.4922
17140,4,12.4914
17141,4,12.4907
17142,4,12.49
17143,4,12.4892
17144,4,12.4885
17145,4,12.4878
17146,4,12.4871
17147,4,12.4863
17148,4,12.4856
17149,4,12.4849
17150,4,12.4841
17151,4,12.4834
17152,4,12.4827
17153,4,12.482
17154,4,12.4812
17155,4,12.4805
17156,4,12.4798
17157,4,12.479
17158,4,12.4783
17159,4,12.4776
17160,4,12.4769
17161,4,12.4761
17162,4,12.4754
17163,4,12.4747
17164,4,12.474
17165,4,12.4732
17166,4,12.4725
17167,4,12.4718
17168,4,12.4711
17169,4,12.4703
17170,4,12.4696
17171,4,12.4689
17172,4,12.4681
17173,4,12.4674
17174,4,12.4667
17175,4,12.466
17176,4,12.4652
17177,4,12.4645
17178,4,12.4638
17179,4,12.4631
17180,4,12.4623
17181,4,12.4616
17182,4,12.4609
17183,4,12.4602
17184,4,12.4594
17185,4,12.4587
17186,4,12.458
17187,4,12.4573
17188,4,12.4565
17189,4,12.4558
17190,4,12.4551
17191,4,12.4544
17192,4,12.4536
17193,4,12.4529
17194,4,12.4522
17195,4,12.4515
17196,4,12.4507
17197,4,12.45
17198,4,12.4493
17199,4,12.4486
17200,4,12.4478
17201,4,12.4471
17202,4,12.4464
17203,4,12.4457
17204,4,12.445
17205,4,12.4442
17206,4,12.4435
17207,4,12.4428
17208,4,12.4421
17209,4,12.4413
17210,4,12.4406
17211,4,12.4399
17212,4,12.4392
17213,4,12.4384
17214,4,12.4377
17215,4,12.437
17216,4,12.4363
17217,4,12.4356
17218,4,12.4348
17219,4,12.4341
17220,4,12.4334
17221,4,12.4327
17222,4,12.4319
17223,4,12.4312
17224,4,12.4305
17225,4,12.4298
17226,4,12.4291
17227,4,12.4283
17228,4,12.4276
17229,4,12.4269
17230,4,12.4262
17231,4,12.4255
17232,4,12.4247
17233,4,12.424
17234,4,12.4233
17235,4,12.4226
17236,4,12.4218
17237,4,12.4211
17238,4,12.4204
17239,4,12.4197
17240,4,12.419
17241,4,12.4182
17242,4,12.4175
17243,4,12.4168
17244,4,12.4161
17245,4,12.4154
17246,4,12.4146
17247,4,12.4139
17248,4,12.4132
17249,4,12.4125
17250,4,12.4118
17251,4,12.411
17252,4,12.4103
17253,4,12.4096
17254,4,12.4089
17255,4,12.4082
17256,4,12.4075
17257,4,12.4067
17258,4,12.406
17259,4,12.4053
17260,4,12.4046
17261,4,12.4039
17262,4,12.4031
17263,4,12.4024
17264,4,12.4017
17265,4,12.401
17266,4,12.4003
17267,4,12.3995
17268,4,12.3988
17269,4,12.3981
17270,4,12.3974
17271,4,12.3967
17272,4,12.396
17273,4,12.3952
17274,4,12.3945
17275,4,12.3938
17276,4,12.3931
17277,4,12.3924
17278,4,12.3917
17279,4,12.3909
17280,4,12.3902
17281,4,12.3895
17282,4,12.3888
17283,4,12.3881
17284,4,12.3874
17285,4,12.3866
17286,4,12.3859
17287,4,12.3852
17288,4,12.3845
17289,4,12.3838
17290,4,12.3831
17291,4,12.3823
17292,4,12.3816
17293,4,12.3809
17294,4,12.3802
17295,4,12.3795
17296,4,12.3788
17297,4,12.378
17298,4,12.3773
17299,4,12.3766
17300,4,12.3759
17301,4,12.3752
17302,4,12.3745
17303,4,12.3738
17304,4,12.373
17305,4,12.3723
17306,4,12.3716
17307,4,12.3709
17308,4,12.3702
17309,4,12.3695
17310,4,12.3687
17311,4,12.368
17312,4,12.3673
17313,4,12.3666
17314,4,12.3659
17315,4,12.3652
17316,4,12.3645
17317,4,12.3637
17318,4,12.363
17319,4,12.3623
17320,4,12.3616
17321,4,12.3609
17322,4,12.3602
17323,4,12.3595
17324,4,12.3588
17325,4,12.358
17326,4,12.3573
17327,4,12.3566
17328,4,12.3559
17329,4,12.3552
17330,4,12.3545
17331,4,12.3538
17332,4,12.353
17333,4,12.3523
17334,4,12.3516
17335,4,12.3509
17336,4,12.3502
17337,4,12.3495
17338,4,12.3488
17339,4,12.3481
17340,4,12.3473
17341,4,12.3466
17342,4,12.3459
17343,4,12.3452
17344,4,12.3445
17345,4,12.3438
17346,4,12.3431
17347,4,12.3424
17348,4,12.3417
17349,4,12.3409
17350,4,12.3402
17351,4,12.3395
17352,4,12.3388
17353,4,12.3381
17354,4,12.3374
17355,4,12.3367
17356,4,12.336
17357,4,12.3353
17358,4,12.3345
17359,4,12.3338
17360,4,12.3331
17361,4,12.3324
17362,4,12.3317
17363,4,12.331
17364,4,12.3303
17365,4,12.3296
17366,4,12.3289
17367,4,12.3282
17368,4,12.3274
17369,4,12.3267
17370,4,12.326
17371,4,12.3253
17372,4,12.3246
17373,4,12.3239
17374,4,12.3232
17375,4,12.3225
17376,4,12.3218
17377,4,12.3211
17378,4,12.3203
17379,4,12.3196
17380,4,12.3189
17381,4,12.3182
17382,4,12.3175
17383,4,12.3168
17384,4,12.3161
17385,4,12.3154
17386,4,12.3147
17387,4,12.314
17388,4,12.3133
17389,4,12.3126
17390,4,12.3118
17391,4,12.3111
17392,4,12.3104
17393,4,12.3097
17394,4,12.309
17395,4,12.3083
17396,4,12.3076
17397,4,12.3069
17398,4,12.3062
17399,4,12.3055
17400,4,12.3048
17401,4,12.3041
17402,4,12.3034
17403,4,12.3026
17404,4,12.3019
17405,4,12.3012
17406,4,12.3005
17407,4,12.2998
17408,4,12.2991
17409,4,12.2984
17410,4,12.2977
17411,4,12.297
17412,4,12.2963
17413,4,12.2956
17414,4,12.2949
17415,4,12.2942
17416,4,12.2935
17417,4,12.2928
17418,4,12.2921
17419,4,12.2913
17420,4,12.2906
17421,4,12.2899
17422,4,12.2892
17423,4,12.2885
17424,4,12.2878
17425,4,12.2871
17426,4,12.2864
17427,4,12.2857
17428,4,12.285
17429,4,12.2843
17430,4,12.2836
17431,4,12.2829
17432,4,12.2822
17433,4,12.2815
17434,4,12.2808
17435,4,12.2801
17436,4,12.2794
17437,4,12.2787
17438,4,12.278
17439,4,12.2773
17440,4,12.2765
17441,4,12.2758
17442,4,12.2751
17443,4,12.2744
17444,4,12.2737
17445,4,12.273
17446,4,12.2723
17447,4,12.2716
17448,4,12.2709
17449,4,12.2702
17450,4,12.2695
17451,4,12.2688
17452,4,12.2681
17453,4,12.2674
17454,4,12.2667
17455,4,12.266
17456,4,12.2653
17457,4,12.2646
17458,4,12.2639
17459,4,12.2632
17460,4,12.2625
17461,4,12.2618
17462,4,12.2611
17463,4,12.2604
17464,4,12.2597
17465,4,12.259
17466,4,12.2583
17467,4,12.2576
17468,4,12.2569
17469,4,12.2562
17470,4,12.2555
17471,4,12.2548
17472,4,12.2541
17473,4,12.2534
17474,4,12.2527
17475,4,12.252
17476,4,12.2513
17477,4,12.2506
17478,4,12.2499
17479,4,12.2492
17480,4,12.2485
17481,4,12.2478
17482,4,12.2471
17483,4,12.2464
17484,4,12.2457
17485,4,12.245
17486,4,12.2443
17487,4,12.2436
17488,4,12.2429
17489,4,12.2422
17490,4,12.2415
17491,4,12.2408
17492,4,12.2401
17493,4,12.2394
17494,4,12.2387
17495,4,12.238
17496,4,12.2373
17497,4,12.2366
17498,4,12.2359
17499,4,12.2352
17500,4,12.2345
17501,4,12.2338
17502,4,12.2331
17503,4,12.2324
17504,4,12.2317
17505,4,12.231
17506,4,12.2303
17507,4,12.2296
17508,4,12.2289
17509,4,12.2282
17510,4,12.2275
17511,4,12.2268
17512,4,12.2261
17513,4,12.2254
17514,4,12.2247
17515,4,12.224
17516,4,12.2233
17517,4,12.2226
17518,4,12.2219
17519,4,12.2212
17520,4,12.2205
17521,4,12.2198
17522,4,12.2191
17523,4,12.2184
17524,4,12.2177
17525,4,12.217
17526,4,12.2163
17527,4,12.2156
17528,4,12.2149
17529,4,12.2142
17530,4,12.2135
17531,4,12.2128
17532,4,12.2121
17533,4,12.2114
17534,4,12.2107
17535,4,12.21
17536,4,12.2093
17537,4,12.2086
17538,4,12.2079
17539,4,12.2073
17540,4,12.2066
17541,4,12.2059
17542,4,12.2052
17543,4,12.2045
17544,4,12.2038
17545,4,12.2031
17546,4,12.2024
17547,4,12.2017
17548,4,12.201
17549,4,12.2003
17550,4,12.1996
17551,4,12.1989
17552,4,12.1982
17553,4,12.1975
17554,4,12.1968
17555,4,12.1961
17556,4,12.1954
17557,4,12.1947
17558,4,12.194
17559,4,12.1933
17560,4,12.1927
17561,4,12.192
17562,4,12.1913
17563,4,12.1906
17564,4,12.1899
17565,4,12.1892
17566,4,12.1885
17567,4,12.1878
17568,4,12.1871
17569,4,12.1864
17570,4,12.1857
17571,4,12.185
17572,4,12.1843
17573,4,12.1836
17574,4,12.1829
17575,4,12.1822
17576,4,12.1816
17577,4,12.1809
17578,4,12.1802
17579,4,12.1795
17580,4,12.1788
17581,4,12.1781
17582,4,12.1774
17583,4,12.1767
17584,4,12.176
17585,4,12.1753
17586,4,12.1746
17587,4,12.1739
17588,4,12.1732
17589,4,12.1726
17590,4,12.1719
17591,4,12.1712
17592,4,12.1705
17593,4,12.1698
17594,4,12.1691
17595,4,12.1684
17596,4,12.1677
17597,4,12.167
17598,4,12.1663
17599,4,12.1656
17600,4,12.1649
17601,4,12.1643
17602,4,12.1636
17603,4,12.1629
17604,4,12.1622
17605,4,12.1615
17606,4,12.1608
17607,4,12.1601
17608,4,12.1594
17609,4,12.1587
17610,4,12.158
17611,4,12.1573
17612,4,12.1567
17613,4,12.156
17614,4,12.1553
17615,4,12.1546
17616,4,12.1539
17617,4,12.1532
17618,4,12.1525
17619,4,12.1518
17620,4,12.1511
17621,4,12.1504
17622,4,12.1498
17623,4,12.1491
17624,4,12.1484
17625,4,12.1477
17626,4,12.147
17627,4,12.1463
17628,4,12.1456
17629,4,12.1449
17630,4,12.1442
17631,4,12.1436
17632,4,12.1429
17633,4,12.1422
17634,4,12.1415
17635,4,12.1408
17636,4,12.1401
17637,4,12.1394
17638,4,12.1387
17639,4,12.138
17640,4,12.1374
17641,4,12.1367
17642,4,12.136
17643,4,12.1353
17644,4,12.1346
17645,4,12.1339
17646,4,12.1332
17647,4,12.1325
17648,4,12.1319
17649,4,12.1312
17650,4,12.1305
17651,4,12.1298
17652,4,12.1291
17653,4,12.1284
17654,4,12.1277
17655,4,12.127
17656,4,12.1264
17657,4,12.1257
17658,4,12.125
17659,4,12.1243
17660,4,12.1236
17661,4,12.1229
17662,4,12.1222
17663,4,12.1216
17664,4,12.1209
17665,4,12.1202
17666,4,12.1195
17667,4,12.1188
17668,4,12.1181
17669,4,12.1174
17670,4,12.1168
17671,4,12.1161
17672,4,12.1154
17673,4,12.1147
17674,4,12.114
17675,4,12.1133
17676,4,12.1126
17677,4,12.112
17678,4,12.1113
17679,4,12.1106
17680,4,12.1099
17681,4,12.1092
17682,4,12.1085
17683,4,12.1078
17684,4,12.1072
17685,4,12.1065
17686,4,12.1058
17687,4,12.1051
17688,4,12.1044
17689,4,12.1037
17690,4,12.1031
17691,4,12.1024
17692,4,12.1017
17693,4,12.101
17694,4,12.1003
17695,4,12.0996
17696,4,12.0989
17697,4,12.0983
17698,4,12.0976
17699,4,12.0969
17700,4,12.0962
17701,4,12.0955
17702,4,12.0948
17703,4,12.0942
17704,4,12.0935
17705,4,12.0928
17706,4,12.0921
17707,4,12.0914
17708,4,12.0907
17709,4,12.0901
17710,4,12.0894
17711,4,12.0887
17712,4,12.088
17713,4,12.0873
17714,4,12.0867
17715,4,12.086
17716,4,12.0853
17717,4,12.0846
17718,4,12.0839
17719,4,12.0832
17720,4,12.0826
17721,4,12.0819
17722,4,12.0812
17723,4,12.0805
17724,4,12.0798
17725,4,12.0792
17726,4,12.0785
17727,4,12.0778
17728,4,12.0771
17729,4,12.0764
17730,4,12.0757
17731,4,12.0751
17732,4,12.0744
17733,4,12.0737
17734,4,12.073
17735,4,12.0723
17736,4,12.0717
17737,4,12.071
17738,4,12.0703
17739,4,12.0696
17740,4,12.0689
17741,4,12.0683
17742,4,12.0676
17743,4,12.0669
17744,4,12.0662
17745,4,12.0655
17746,4,12.0649
17747,4,12.0642
17748,4,12.0635
17749,4,12.0628
17750,4,12.0621
17751,4,12.0615
17752,4,12.0608
17753,3,12.0601
17754,3,12.0594
17755,3,12.0587
17756,3,12.0581
17757,3,12.0574
17758,3,12.0567
17759,3,12.056
17760,3,12.0553
17761,3,12.0547
17762,3,12.054
17763,3,12.0533
17764,3,12.0526
17765,3,12.052
17766,3,12.0513
17767,3,12.0506
17768,3,12.0499
17769,3,12.0492
17770,3,12.0486
17771,3,12.0479
17772,3,12.0472
17773,3,12.0465
17774,3,12.0459
17775,3,12.0452
17776,3,12.0445
17777,3,12.0438
17778,3,12.0431
17779,3,12.0425
17780,3,12.0418
17781,3,12.0411
17782,3,12.0404
17783,3,12.0398
17784,3,12.0391
17785,3,12.0384
17786,3,12.0377
17787,3,12.037
17788,3,12.0364
17789,3,12.0357
17790,3,12.035
17791,3,12.0343
17792,3,12.0337
17793,3,12.033
17794,3,12.0323
17795,3,12.0316
17796,3,12.031
